sku;price;special_from_date;special_to_date;special_price
BCD128 VRTV-;1269.42;30/12/14;31/12/50;889.26
BCD128 VRTV-;1269.42;30/12/14;31/12/50;889.26
BFE580 NRISUNICA41ONERO;762.81;30/12/14;31/12/50;534.71
BFE580 NRISUNICA68OPOWDER;762.81;30/12/14;31/12/50;534.71
BFE580 NRIS;762.81;30/12/14;31/12/50;534.71
BFE580 NRIS;762.81;30/12/14;31/12/50;534.71
BFE580 NRIS;762.81;30/12/14;31/12/50;534.71
BFE555 NAY-UNICA41PNERO;1947.93;30/12/14;31/12/50;1363.64
BFE555 NAY-UNICA68PPOWDER;1947.93;30/12/14;31/12/50;1363.64
BFE555 NAY-UNICAK3GPGREEN;1947.93;30/12/14;31/12/50;1363.64
BFE555 NAY-;1947.93;30/12/14;31/12/50;1363.64
BFE555 NAY-;1947.93;30/12/14;31/12/50;1363.64
BFE555 NAY-;1947.93;30/12/14;31/12/50;1363.64
BFE632 NFRGUNICA41PNERO;2017.36;30/12/14;31/12/50;1412.40
BFE632 NFRG;2017.36;30/12/14;31/12/50;1412.40
BFE632 NFRG;2017.36;30/12/14;31/12/50;1412.40
BFE632 NFRG;2017.36;30/12/14;31/12/50;1412.40
BFE632 NNBSUNICA41PNERO;2874.38;30/12/14;31/12/50;2012.40
BFE632 NNBS;2874.38;30/12/14;31/12/50;2012.40
BFE632 NNBS;2874.38;30/12/14;31/12/50;2012.40
BFE632 NNBS;2874.38;30/12/14;31/12/50;2012.40
BFE494 CEH-UNICA41ONERO;687.60;30/12/14;31/12/50;481.82
BFE494 CEH-;687.60;30/12/14;31/12/50;481.82
BFE494 CEH-;687.60;30/12/14;31/12/50;481.82
BFE494 CEH-;687.60;30/12/14;31/12/50;481.82
BFE469 CEH-UNICA01OBIANCO;754.55;30/12/14;31/12/50;528.93
BFE469 CEH-UNICA41ONERO;754.55;30/12/14;31/12/50;528.93
BFE469 CEH-;754.55;30/12/14;31/12/50;528.93
BFE469 CEH-;754.55;30/12/14;31/12/50;528.93
BFE469 CEH-;754.55;30/12/14;31/12/50;528.93
BFE576 CEHUNICA01OBIANCO;850.41;30/12/14;31/12/50;595.87
BFE576 CEHUNICA41ONERO;850.41;30/12/14;31/12/50;595.87
BFE576 CEH;850.41;30/12/14;31/12/50;595.87
BFE576 CEH;850.41;30/12/14;31/12/50;595.87
BFE576 CEH;850.41;30/12/14;31/12/50;595.87
BSE167 VE2ZUNICA41ONERO;678.51;30/12/14;31/12/50;475.21
BSE167 VE2ZUNICA61ORED;678.51;30/12/14;31/12/50;475.21
BSE167 VE2Z;678.51;30/12/14;31/12/50;475.21
BSE167 VE2Z;678.51;30/12/14;31/12/50;475.21
BSE167 VE2Z;678.51;30/12/14;31/12/50;475.21
BSE167 NLAMUNICA92PARGENTO;695.87;30/12/14;31/12/50;487.60
BSE167 NLAM;695.87;30/12/14;31/12/50;487.60
BSE167 NLAM;695.87;30/12/14;31/12/50;487.60
BSE167 NLAM;695.87;30/12/14;31/12/50;487.60
BSE591 NNAPUNICA41ONERO;446.28;30/12/14;31/12/50;312.40
BSE591 NNAP;446.28;30/12/14;31/12/50;312.40
BSE591 NNAP;446.28;30/12/14;31/12/50;312.40
BSE591 NNAP;446.28;30/12/14;31/12/50;312.40
BSE591 NLAMUNICA92PARGENTO;479.34;30/12/14;31/12/50;335.54
BSE591 NLAM;479.34;30/12/14;31/12/50;335.54
BSE591 NLAM;479.34;30/12/14;31/12/50;335.54
BSE591 NLAM;479.34;30/12/14;31/12/50;335.54
SR048D VTSP3791OORO;1057.85;30/12/14;31/12/50;740.50
SR048D VTSP3792PARGENTO;1057.85;30/12/14;31/12/50;740.50
SR048D VTSP3891OORO;1057.85;30/12/14;31/12/50;740.50
SR048D VTSP3892PARGENTO;1057.85;30/12/14;31/12/50;740.50
SR048D VTSP3991OORO;1057.85;30/12/14;31/12/50;740.50
SR048D VTSP3992PARGENTO;1057.85;30/12/14;31/12/50;740.50
SR048D VTSP4091OORO;1057.85;30/12/14;31/12/50;740.50
SR048D VTSP4092PARGENTO;1057.85;30/12/14;31/12/50;740.50
SR048D VTSP4192PARGENTO;1057.85;30/12/14;31/12/50;740.50
SR048D VTSP;1057.85;30/12/14;31/12/50;740.50
SR048D VTSP;1057.85;30/12/14;31/12/50;740.50
SR048D VTSP;1057.85;30/12/14;31/12/50;740.50
SR048D VT2P3701PBIANCO;1007.44;30/12/14;31/12/50;705.79
SR048D VT2P3801PBIANCO;1007.44;30/12/14;31/12/50;705.79
SR048D VT2P3901PBIANCO;1007.44;30/12/14;31/12/50;705.79
SR048D VT2P;1007.44;30/12/14;31/12/50;705.79
SR048D VT2P;1007.44;30/12/14;31/12/50;705.79
SR048D VT2P;1007.44;30/12/14;31/12/50;705.79
SR029G VTCA3741ONERO;838.02;30/12/14;31/12/50;586.78
SR029G VTCA3841ONERO;838.02;30/12/14;31/12/50;586.78
SR029G VTCA3941ONERO;838.02;30/12/14;31/12/50;586.78
SR029G VTCA4041ONERO;838.02;30/12/14;31/12/50;586.78
SR029G VTCA;838.02;30/12/14;31/12/50;586.78
SR029G VTCA;838.02;30/12/14;31/12/50;586.78
SR029G VTCA;838.02;30/12/14;31/12/50;586.78
SR033N VT2P3741ONERO;1168.60;30/12/14;31/12/50;818.18
SR033N VT2P3841ONERO;1168.60;30/12/14;31/12/50;818.18
SR033N VT2P3941ONERO;1168.60;30/12/14;31/12/50;818.18
SR033N VT2P4041ONERO;1168.60;30/12/14;31/12/50;818.18
SR033N VT2P;1168.60;30/12/14;31/12/50;818.18
SR033N VT2P;1168.60;30/12/14;31/12/50;818.18
SR033N VT2P;1168.60;30/12/14;31/12/50;818.18
G5E530 JMTUNICA00OORO;210.74;30/12/14;31/12/50;147.93
G5E530 JMT;210.74;30/12/14;31/12/50;147.93
G5E530 JMT;210.74;30/12/14;31/12/50;147.93
G5E530 JMT;210.74;30/12/14;31/12/50;147.93
G1E487 JSXUNICA01OHBIANCO;810.74;30/12/14;31/12/50;567.77
G1E487 JSX;810.74;30/12/14;31/12/50;567.77
G1E487 JSX;810.74;30/12/14;31/12/50;567.77
G1E487 JSX;810.74;30/12/14;31/12/50;567.77
G2E488 JSXUNICA01OHBIANCO;290.91;30/12/14;31/12/50;204.13
G2E488 JSX;290.91;30/12/14;31/12/50;204.13
G2E488 JSX;290.91;30/12/14;31/12/50;204.13
G2E488 JSX;290.91;30/12/14;31/12/50;204.13
G0E490 JSXUNICA01OHBIANCO;386.78;30/12/14;31/12/50;271.07
G0E490 JSX;386.78;30/12/14;31/12/50;271.07
G0E490 JSX;386.78;30/12/14;31/12/50;271.07
G0E490 JSX;386.78;30/12/14;31/12/50;271.07
G5C050 JMXUNICA01OBIANCO;176.03;30/12/14;31/12/50;123.97
G5C050 JMX;176.03;30/12/14;31/12/50;123.97
G5C050 JMX;176.03;30/12/14;31/12/50;123.97
G5C050 JMX;176.03;30/12/14;31/12/50;123.97
G0E493 MTNUNICA41ONERO;247.11;30/12/14;31/12/50;173.55
G0E493 MTNUNICA92PARGENTO;247.11;30/12/14;31/12/50;173.55
G0E493 MTN;247.11;30/12/14;31/12/50;173.55
G0E493 MTN;247.11;30/12/14;31/12/50;173.55
G0E493 MTN;247.11;30/12/14;31/12/50;173.55
69752 215137407008NERO;780.99;17/10/14;31/12/50;547.11
69752 215137427008NERO;780.99;17/10/14;31/12/50;547.11
69752 215137447008NERO;780.99;17/10/14;31/12/50;547.11
69752 215137467008NERO;780.99;17/10/14;31/12/50;547.11
69752 215137;780.99;17/10/14;31/12/50;547.11
69752 215137;780.99;17/10/14;31/12/50;547.11
69752 215137;780.99;17/10/14;31/12/50;547.11
70560 215161404008NERO;1779.34;17/10/14;31/12/50;1246.28
70560 215161424008NERO;1779.34;17/10/14;31/12/50;1246.28
70560 215161;1779.34;17/10/14;31/12/50;1246.28
70560 215161;1779.34;17/10/14;31/12/50;1246.28
70560 215161;1779.34;17/10/14;31/12/50;1246.28
70473 215161404008NERO;448.76;17/10/14;31/12/50;314.88
70473 215161424008NERO;448.76;17/10/14;31/12/50;314.88
70473 215161;448.76;17/10/14;31/12/50;314.88
70473 215161;448.76;17/10/14;31/12/50;314.88
70473 215161;448.76;17/10/14;31/12/50;314.88
70219 206160381008NERO;1440.50;17/10/14;31/12/50;1009.09
70219 206160401008NERO;1440.50;17/10/14;31/12/50;1009.09
70219 206160421008NERO;1440.50;17/10/14;31/12/50;1009.09
70219 206160441008NERO;1440.50;17/10/14;31/12/50;1009.09
70219 206160;1440.50;17/10/14;31/12/50;1009.09
70219 206160;1440.50;17/10/14;31/12/50;1009.09
70219 206160;1440.50;17/10/14;31/12/50;1009.09
70372 213816258008BLACK;609.92;17/10/14;31/12/50;427.27
70372 213816268008BLACK;609.92;17/10/14;31/12/50;427.27
70372 213816278008BLACK;609.92;17/10/14;31/12/50;427.27
70372 213816288008BLACK;609.92;17/10/14;31/12/50;427.27
70372 213816298008BLACK;609.92;17/10/14;31/12/50;427.27
70372 213816;609.92;17/10/14;31/12/50;427.27
70372 213816;609.92;17/10/14;31/12/50;427.27
70372 213816;609.92;17/10/14;31/12/50;427.27
70428 214959401008NERO;669.42;17/10/14;31/12/50;468.60
70428 214959401213BBORDE;669.42;17/10/14;31/12/50;468.60
70428 214959421008NERO;669.42;17/10/14;31/12/50;468.60
70428 214959421213BBORDE;669.42;17/10/14;31/12/50;468.60
70428 214959;669.42;17/10/14;31/12/50;468.60
70428 214959;669.42;17/10/14;31/12/50;468.60
70428 214959;669.42;17/10/14;31/12/50;468.60
70468 214876381008NERO;1568.60;17/10/14;31/12/50;1098.35
70468 214876401008NERO;1568.60;17/10/14;31/12/50;1098.35
70468 214876421008NERO;1568.60;17/10/14;31/12/50;1098.35
70468 214876;1568.60;17/10/14;31/12/50;1098.35
70468 214876;1568.60;17/10/14;31/12/50;1098.35
70468 214876;1568.60;17/10/14;31/12/50;1098.35
70459 213719381008NERO;804.13;17/10/14;31/12/50;563.64
70459 213719401008NERO;804.13;17/10/14;31/12/50;563.64
70459 213719421008NERO;804.13;17/10/14;31/12/50;563.64
70459 213719;804.13;17/10/14;31/12/50;563.64
70459 213719;804.13;17/10/14;31/12/50;563.64
70459 213719;804.13;17/10/14;31/12/50;563.64
70439 215054401008NERO;821.49;17/10/14;31/12/50;575.21
70439 215054421008NERO;821.49;17/10/14;31/12/50;575.21
70439 215054;821.49;17/10/14;31/12/50;575.21
70439 215054;821.49;17/10/14;31/12/50;575.21
70439 215054;821.49;17/10/14;31/12/50;575.21
70485 215135387008NERO;500.83;17/10/14;31/12/50;351.24
70485 215135407008NERO;500.83;17/10/14;31/12/50;351.24
70485 215135427008NERO;500.83;17/10/14;31/12/50;351.24
70485 215135;500.83;17/10/14;31/12/50;351.24
70485 215135;500.83;17/10/14;31/12/50;351.24
70485 215135;500.83;17/10/14;31/12/50;351.24
70485 215144387213BORDE;500.83;17/10/14;31/12/50;351.24
70485 215144407213BORDE;500.83;17/10/14;31/12/50;351.24
70485 215144427213BORDE;500.83;17/10/14;31/12/50;351.24
70485 215144;500.83;17/10/14;31/12/50;351.24
70485 215144;500.83;17/10/14;31/12/50;351.24
70485 215144;500.83;17/10/14;31/12/50;351.24
69752 215151407213BORDE;780.99;17/10/14;31/12/50;547.11
69752 215151427213BORDE;780.99;17/10/14;31/12/50;547.11
69752 215151447213BORDE;780.99;17/10/14;31/12/50;547.11
69752 215151467213BORDE;780.99;17/10/14;31/12/50;547.11
69752 215151;780.99;17/10/14;31/12/50;547.11
69752 215151;780.99;17/10/14;31/12/50;547.11
69752 215151;780.99;17/10/14;31/12/50;547.11
70487 215150407213BORDE;1651.24;17/10/14;31/12/50;1156.20
70487 215150427213BORDE;1651.24;17/10/14;31/12/50;1156.20
70487 215150;1651.24;17/10/14;31/12/50;1156.20
70487 215150;1651.24;17/10/14;31/12/50;1156.20
70487 215150;1651.24;17/10/14;31/12/50;1156.20
70203 206160401004BIANCO;1822.31;17/10/14;31/12/50;1276.03
70203 206160441004BIANCO;1822.31;17/10/14;31/12/50;1276.03
70203 206160;1822.31;17/10/14;31/12/50;1276.03
70203 206160;1822.31;17/10/14;31/12/50;1276.03
70203 206160;1822.31;17/10/14;31/12/50;1276.03
70362 206160401004BIANCO;1651.24;17/10/14;31/12/50;1156.20
70362 206160421004BIANCO;1651.24;17/10/14;31/12/50;1156.20
70362 206160441004BIANCO;1651.24;17/10/14;31/12/50;1156.20
70362 206160;1651.24;17/10/14;31/12/50;1156.20
70362 206160;1651.24;17/10/14;31/12/50;1156.20
70362 206160;1651.24;17/10/14;31/12/50;1156.20
70558 206160401004BIANCO;2498.35;17/10/14;31/12/50;1749.59
70558 206160421004BIANCO;2498.35;17/10/14;31/12/50;1749.59
70558 206160;2498.35;17/10/14;31/12/50;1749.59
70558 206160;2498.35;17/10/14;31/12/50;1749.59
70558 206160;2498.35;17/10/14;31/12/50;1749.59
70473 206160401004BIANCO;609.92;17/10/14;31/12/50;427.27
70473 206160421004BIANCO;609.92;17/10/14;31/12/50;427.27
70473 206160;609.92;17/10/14;31/12/50;427.27
70473 206160;609.92;17/10/14;31/12/50;427.27
70473 206160;609.92;17/10/14;31/12/50;427.27
BFD703 PDLNUNICA7FOFTURQ;1840.50;30/12/14;31/12/50;1288.43
BFD703 PDLN;1840.50;30/12/14;31/12/50;1288.43
BFD703 PDLN;1840.50;30/12/14;31/12/50;1288.43
BFD703 PDLN;1840.50;30/12/14;31/12/50;1288.43
BFE555 PDLNUNICA67OFROSSO;2630.58;30/12/14;31/12/50;1842.15
BFE555 PDLN;2630.58;30/12/14;31/12/50;1842.15
BFE555 PDLN;2630.58;30/12/14;31/12/50;1842.15
BFE555 PDLN;2630.58;30/12/14;31/12/50;1842.15
BFE686 NKNUNICA41OFNERO;1845.45;30/12/14;31/12/50;1292.56
BFE686 NKNUNICA67OFROSSO;1845.45;30/12/14;31/12/50;1292.56
BFE686 NKN;1845.45;30/12/14;31/12/50;1292.56
BFE686 NKN;1845.45;30/12/14;31/12/50;1292.56
BFE686 NKN;1845.45;30/12/14;31/12/50;1292.56
BFD705 VPLDUNICA67OROSSO;1952.07;30/12/14;31/12/50;1366.94
BFD705 VPLD;1952.07;30/12/14;31/12/50;1366.94
BFD705 VPLD;1952.07;30/12/14;31/12/50;1366.94
BFD705 VPLD;1952.07;30/12/14;31/12/50;1366.94
BFE501 NNAPUNICA41ONERO;1304.96;30/12/14;31/12/50;914.05
BFE501 NNAPUNICA67ORUBINO;1304.96;30/12/14;31/12/50;914.05
BFE501 NNAP;1304.96;30/12/14;31/12/50;914.05
BFE501 NNAP;1304.96;30/12/14;31/12/50;914.05
BFE501 NNAP;1304.96;30/12/14;31/12/50;914.05
BSE591 RAS2UNICA41OFNERO;464.46;30/12/14;31/12/50;325.62
BSE591 RAS2UNICA67OFROSSO;464.46;30/12/14;31/12/50;325.62
BSE591 RAS2;464.46;30/12/14;31/12/50;325.62
BSE591 RAS2;464.46;30/12/14;31/12/50;325.62
BSE591 RAS2;464.46;30/12/14;31/12/50;325.62
P8E663 CEHUNICA41ONERO;464.46;30/12/14;31/12/50;325.62
P8E663 CEHUNICA67ORUBINO;464.46;30/12/14;31/12/50;325.62
P8E663 CEH;464.46;30/12/14;31/12/50;325.62
P8E663 CEH;464.46;30/12/14;31/12/50;325.62
P8E663 CEH;464.46;30/12/14;31/12/50;325.62
BFE676 NACIUNICA41OFNERO;1416.53;30/12/14;31/12/50;991.74
BFE676 NACIUNICA67OFRUBINO;1416.53;30/12/14;31/12/50;991.74
BFE676 NACI;1416.53;30/12/14;31/12/50;991.74
BFE676 NACI;1416.53;30/12/14;31/12/50;991.74
BFE676 NACI;1416.53;30/12/14;31/12/50;991.74
P3E661 VE2ZUNICA41ONERO;497.52;30/12/14;31/12/50;348.76
P3E661 VE2Z;497.52;30/12/14;31/12/50;348.76
P3E661 VE2Z;497.52;30/12/14;31/12/50;348.76
P3E661 VE2Z;497.52;30/12/14;31/12/50;348.76
CDE733 NAPW7041OFNERO;342.98;30/12/14;31/12/50;240.50
CDE733 NAPW7541OFNERO;342.98;30/12/14;31/12/50;240.50
CDE733 NAPW8041OFNERO;342.98;30/12/14;31/12/50;240.50
CDE733 NAPW;342.98;30/12/14;31/12/50;240.50
CDE733 NAPW;342.98;30/12/14;31/12/50;240.50
CDE733 NAPW;342.98;30/12/14;31/12/50;240.50
CDE682 VT27541OFNERO;357.85;30/12/14;31/12/50;251.24
CDE682 VT28041OFNERO;357.85;30/12/14;31/12/50;251.24
CDE682 VT28541OFNERO;357.85;30/12/14;31/12/50;251.24
CDE682 VT2;357.85;30/12/14;31/12/50;251.24
CDE682 VT2;357.85;30/12/14;31/12/50;251.24
CDE682 VT2;357.85;30/12/14;31/12/50;251.24
CDE729 MT675ODORO;448.76;30/12/14;31/12/50;314.88
CDE729 MT680ODORO;448.76;30/12/14;31/12/50;314.88
CDE729 MT685ODORO;448.76;30/12/14;31/12/50;314.88
CDE729 MT6;448.76;30/12/14;31/12/50;314.88
CDE729 MT6;448.76;30/12/14;31/12/50;314.88
CDE729 MT6;448.76;30/12/14;31/12/50;314.88
SR068P RASV3741OFNERO;1047.93;30/12/14;31/12/50;733.88
SR068P RASV3841OFNERO;1047.93;30/12/14;31/12/50;733.88
SR068P RASV3941OFNERO;1047.93;30/12/14;31/12/50;733.88
SR068P RASV;1047.93;30/12/14;31/12/50;733.88
SR068P RASV;1047.93;30/12/14;31/12/50;733.88
SR068P RASV;1047.93;30/12/14;31/12/50;733.88
SR069P VTBK3741OFNERO;1337.19;30/12/14;31/12/50;936.36
SR069P VTBK3841OFNERO;1337.19;30/12/14;31/12/50;936.36
SR069P VTBK3941OFNERO;1337.19;30/12/14;31/12/50;936.36
SR069P VTBK;1337.19;30/12/14;31/12/50;936.36
SR069P VTBK;1337.19;30/12/14;31/12/50;936.36
SR069P VTBK;1337.19;30/12/14;31/12/50;936.36
SL648N NCAT3741OFNERO;1202.48;30/12/14;31/12/50;842.15
SL648N NCAT3841OFNERO;1202.48;30/12/14;31/12/50;842.15
SL648N NCAT3941OFNERO;1202.48;30/12/14;31/12/50;842.15
SL648N NCAT4041OFNERO;1202.48;30/12/14;31/12/50;842.15
SL648N NCAT;1202.48;30/12/14;31/12/50;842.15
SL648N NCAT;1202.48;30/12/14;31/12/50;842.15
SL648N NCAT;1202.48;30/12/14;31/12/50;842.15
SL648N VT2P3767OROSSO;694.21;30/12/14;31/12/50;485.95
SL648N VT2P3867OROSSO;694.21;30/12/14;31/12/50;485.95
SL648N VT2P3967OROSSO;694.21;30/12/14;31/12/50;485.95
SL648N VT2P;694.21;30/12/14;31/12/50;485.95
SL648N VT2P;694.21;30/12/14;31/12/50;485.95
SL648N VT2P;694.21;30/12/14;31/12/50;485.95
SL963N VT2P-3641OFNERO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-36500LCROSSO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-36K67OF;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-3741OFNERO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-37500LCROSSO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-37K67OF;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-37.541OFNERO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-37.5500LCROSSO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-37.5K67OF;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-3841OFNERO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-38500LCROSSO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-38K67OF;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-38.541OFNERO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-38.5500LCROSSO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-38.5K67OF;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-3941OFNERO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-39500LCROSSO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-39K67OF;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-39.541OFNERO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-39.5500LCROSSO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-39.5K67OF;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-4041OFNERO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-40500LCROSSO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-40K67OF;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-4141OFNERO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-41500LCROSSO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-41K67OF;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-;626.45;30/12/14;31/12/50;438.84
SL963N VT2P-;626.45;30/12/14;31/12/50;438.84
SL938 VT2P3641OFNERO;578.51;30/12/14;31/12/50;404.96
SL938 VT2P3741OFNERO;578.51;30/12/14;31/12/50;404.96
SL938 VT2P3767OFROSSO;578.51;30/12/14;31/12/50;404.96
SL938 VT2P3841OFNERO;578.51;30/12/14;31/12/50;404.96
SL938 VT2P3867OFROSSO;578.51;30/12/14;31/12/50;404.96
SL938 VT2P3941OFNERO;578.51;30/12/14;31/12/50;404.96
SL938 VT2P3967OFROSSO;578.51;30/12/14;31/12/50;404.96
SL938 VT2P4041OFNERO;578.51;30/12/14;31/12/50;404.96
SL938 VT2P4067OFROSSO;578.51;30/12/14;31/12/50;404.96
SL938 VT2P4141OFNERO;578.51;30/12/14;31/12/50;404.96
SL938 VT2P4167OFROSSO;578.51;30/12/14;31/12/50;404.96
SL938 VT2P;578.51;30/12/14;31/12/50;404.96
SL938 VT2P;578.51;30/12/14;31/12/50;404.96
SL938 VT2P;578.51;30/12/14;31/12/50;404.96
G0E710 JMRUNICA41OFNERO;430.58;30/12/14;31/12/50;301.65
G0E710 JMR;430.58;30/12/14;31/12/50;301.65
G0E710 JMR;430.58;30/12/14;31/12/50;301.65
G0E710 JMR;430.58;30/12/14;31/12/50;301.65
G1E713 JMTUNICAOFORO;395.87;30/12/14;31/12/50;277.69
G1E713 JMT;395.87;30/12/14;31/12/50;277.69
G1E713 JMT;395.87;30/12/14;31/12/50;277.69
G1E713 JMT;395.87;30/12/14;31/12/50;277.69
G1E715 JSXUNICANCOFORO;510.74;30/12/14;31/12/50;357.85
G1E715 JSX;510.74;30/12/14;31/12/50;357.85
G1E715 JSX;510.74;30/12/14;31/12/50;357.85
G1E715 JSX;510.74;30/12/14;31/12/50;357.85
G0E738 JMTUNICAOFORO;510.74;30/12/14;31/12/50;357.85
G0E738 JMT;510.74;30/12/14;31/12/50;357.85
G0E738 JMT;510.74;30/12/14;31/12/50;357.85
G0E738 JMT;510.74;30/12/14;31/12/50;357.85
SU5179 C9RG3986EBLUE;635.54;30/12/14;31/12/50;445.45
SU5179 C9RG4086EBLUE;635.54;30/12/14;31/12/50;445.45
SU5179 C9RG4186EBLUE;635.54;30/12/14;31/12/50;445.45
SU5179 C9RG4286EBLUE;635.54;30/12/14;31/12/50;445.45
SU5179 C9RG4386EBLUE;635.54;30/12/14;31/12/50;445.45
SU5179 C9RG4486EBLUE;635.54;30/12/14;31/12/50;445.45
SU5179 C9RG4586EBLUE;635.54;30/12/14;31/12/50;445.45
SU5179 C9RG;635.54;30/12/14;31/12/50;445.45
SU5179 C9RG;635.54;30/12/14;31/12/50;445.45
SU5179 C9RG;635.54;30/12/14;31/12/50;445.45
SU5180 C9RG4041ONERO;733.06;30/12/14;31/12/50;513.22
SU5180 C9RG4141ONERO;733.06;30/12/14;31/12/50;513.22
SU5180 C9RG4241ONERO;733.06;30/12/14;31/12/50;513.22
SU5180 C9RG4341ONERO;733.06;30/12/14;31/12/50;513.22
SU5180 C9RG4441ONERO;733.06;30/12/14;31/12/50;513.22
SU5180 C9RG4541ONERO;733.06;30/12/14;31/12/50;513.22
SU5180 C9RG;733.06;30/12/14;31/12/50;513.22
SU5180 C9RG;733.06;30/12/14;31/12/50;513.22
SU5180 C9RG;733.06;30/12/14;31/12/50;513.22
SU5166 V7SG4041ONERO;680.17;30/12/14;31/12/50;476.86
SU5166 V7SG4141ONERO;680.17;30/12/14;31/12/50;476.86
SU5166 V7SG4241ONERO;680.17;30/12/14;31/12/50;476.86
SU5166 V7SG4341ONERO;680.17;30/12/14;31/12/50;476.86
SU5166 V7SG4441ONERO;680.17;30/12/14;31/12/50;476.86
SU5166 V7SG4541ONERO;680.17;30/12/14;31/12/50;476.86
SU5166 V7SG;680.17;30/12/14;31/12/50;476.86
SU5166 V7SG;680.17;30/12/14;31/12/50;476.86
SU5166 V7SG;680.17;30/12/14;31/12/50;476.86
SU5172 V5EG4041ONERO;874.38;30/12/14;31/12/50;612.40
SU5172 V5EG4141ONERO;874.38;30/12/14;31/12/50;612.40
SU5172 V5EG4241ONERO;874.38;30/12/14;31/12/50;612.40
SU5172 V5EG4341ONERO;874.38;30/12/14;31/12/50;612.40
SU5172 V5EG4441ONERO;874.38;30/12/14;31/12/50;612.40
SU5172 V5EG;874.38;30/12/14;31/12/50;612.40
SU5172 V5EG;874.38;30/12/14;31/12/50;612.40
SU5172 V5EG;874.38;30/12/14;31/12/50;612.40
SU4415 VL1C-3941ONERO;414.88;30/12/14;31/12/50;290.91
SU4415 VL1C-4041ONERO;414.88;30/12/14;31/12/50;290.91
SU4415 VL1C-4141ONERO;414.88;30/12/14;31/12/50;290.91
SU4415 VL1C-4241ONERO;414.88;30/12/14;31/12/50;290.91
SU4415 VL1C-4341ONERO;414.88;30/12/14;31/12/50;290.91
SU4415 VL1C-4441ONERO;414.88;30/12/14;31/12/50;290.91
SU4415 VL1C-4541ONERO;414.88;30/12/14;31/12/50;290.91
SU4415 VL1C-;414.88;30/12/14;31/12/50;290.91
SU4415 VL1C-;414.88;30/12/14;31/12/50;290.91
SU4415 VL1C-;414.88;30/12/14;31/12/50;290.91
SU4753 C6RG3941ONERO;433.06;30/12/14;31/12/50;303.31
SU4753 C6RG4041ONERO;433.06;30/12/14;31/12/50;303.31
SU4753 C6RG4141ONERO;433.06;30/12/14;31/12/50;303.31
SU4753 C6RG4241ONERO;433.06;30/12/14;31/12/50;303.31
SU4753 C6RG4341ONERO;433.06;30/12/14;31/12/50;303.31
SU4753 C6RG4441ONERO;433.06;30/12/14;31/12/50;303.31
SU4753 C6RG4541ONERO;433.06;30/12/14;31/12/50;303.31
SU4753 C6RG;433.06;30/12/14;31/12/50;303.31
SU4753 C6RG;433.06;30/12/14;31/12/50;303.31
SU4753 C6RG;433.06;30/12/14;31/12/50;303.31
SU4907 VT4C4141ONERO;380.99;30/12/14;31/12/50;266.94
SU4907 VT4C4241ONERO;380.99;30/12/14;31/12/50;266.94
SU4907 VT4C4341ONERO;380.99;30/12/14;31/12/50;266.94
SU4907 VT4C4441ONERO;380.99;30/12/14;31/12/50;266.94
SU4907 VT4C;380.99;30/12/14;31/12/50;266.94
SU4907 VT4C;380.99;30/12/14;31/12/50;266.94
SU4907 VT4C;380.99;30/12/14;31/12/50;266.94
SU5160 VB6G4241ONERO;485.95;30/12/14;31/12/50;340.50
SU5160 VB6G4341ONERO;485.95;30/12/14;31/12/50;340.50
SU5160 VB6G4441ONERO;485.95;30/12/14;31/12/50;340.50
SU5160 VB6G4541ONERO;485.95;30/12/14;31/12/50;340.50
SU5160 VB6G;485.95;30/12/14;31/12/50;340.50
SU5160 VB6G;485.95;30/12/14;31/12/50;340.50
SU5160 VB6G;485.95;30/12/14;31/12/50;340.50
CU4140 VTP1**10041OHNERO;205.79;30/12/14;31/12/50;144.63
